You are now connected to database "mitchs_rare_treasures" as user "a".
 treasure_id |                 treasure_name                 |   colour   | age  | cost_at_auction | shop_id 
        1828 | Exclusive Handmade Wooden Pants               | blue       |  589 |          577.52 |     818
        1829 | Managed Awesome Rubber Towels                 | purple     |  515 |          570.26 |     783
        1830 | Re-engineered Practical Rubber Gloves         | ivory      |   56 |           69.81 |     239
        1831 | Synchronised Gorgeous Steel Fish              | white      |  972 |          248.83 |     386
        1832 | Horizontal Fantastic Rubber Pizza             | orange     |  316 |          200.51 |     827
        1833 | Extended Fantastic Frozen Mouse               | blue       |  575 |          109.36 |     741
        1834 | Persistent Handmade Rubber Cheese             | indigo     |  617 |          318.25 |     149
        1835 | Distributed Gorgeous Cotton Keyboard          | cyan       |  342 |          983.92 |     314
        1836 | Vision-oriented Incredible Frozen Pants       | cyan       |  462 |          435.59 |     656
        1837 | Sharable Gorgeous Concrete Towels             | black      |  640 |          734.71 |     912
        1838 | Vision-oriented Ergonomic Steel Ball          | cyan       |  145 |          731.67 |     642
        1839 | Centralized Intelligent Wooden Salad          | red        |  577 |          531.63 |     916
        1840 | Pre-emptive Gorgeous Metal Table              | olive      |   34 |          820.94 |     960
        1841 | Object-based Practical Cotton Mouse           | blue       |   46 |          240.29 |     132
        1842 | Customer-focused Practical Wooden Cheese      | grey       |  981 |            9.86 |      22
        1843 | Re-contextualized Tasty Plastic Bike          | violet     |  418 |          709.35 |     975
        1844 | Synergized Tasty Metal Bike                   | yellow     |  343 |          255.22 |     721
        1845 | Fully-configurable Unbranded Plastic Chicken  | sky blue   |  453 |          438.28 |     486
        1846 | Managed Handcrafted Metal Soap                | black      |  744 |          713.03 |     771
        1847 | Self-enabling Sleek Cotton Pizza              | sky blue   |  421 |          996.47 |      94
        1848 | Ameliorated Generic Plastic Chicken           | magenta    |  236 |          377.71 |     708
        1849 | Profit-focused Licensed Granite Pizza         | cyan       |  204 |           40.96 |     206
        1850 | Synergized Generic Cotton Gloves              | violet     |  804 |           97.18 |     308
        1851 | Customizable Sleek Wooden Towels              | salmon     |  823 |          624.19 |     310
        1852 | Expanded Intelligent Plastic Mouse            | indigo     |  775 |          153.36 |     758
        1853 | Multi-layered Fantastic Wooden Pants          | violet     |  761 |           535.5 |     523
        1854 | Compatible Practical Steel Sausages           | white      |  564 |          961.38 |     210
        1855 | Front-line Licensed Wooden Fish               | fuchsia    |  462 |          962.38 |     301
        1856 | Assimilated Handmade Cotton Gloves            | plum       |  754 |          109.03 |     440
        1857 | Focused Gorgeous Rubber Towels                | violet     |  474 |          128.59 |     302
        1858 | Monitored Licensed Steel Ball                 | maroon     |  339 |          740.93 |     222
        1859 | Phased Incredible Metal Cheese                | ivory      |   57 |           77.26 |     950
        1860 | Persevering Rustic Soft Pants                 | red        |  233 |          815.08 |      49
        1861 | Robust Tasty Soft Hat                         | salmon     |  987 |            5.56 |     176
        1862 | Synchronised Handmade Fresh Ball              | silver     |  556 |          403.04 |     314
        1863 | Operative Fantastic Steel Pants               | indigo     |  872 |           14.78 |     283
        1864 | Monitored Small Steel Sausages                | gold       |   32 |          769.83 |     514
        1865 | Grass-roots Generic Soft Chair                | pink       |  210 |          298.81 |     847
        1866 | Reduced Tasty Soft Gloves                     | lime       |  914 |           439.6 |     191
        1867 | Horizontal Unbranded Steel Pants              | fuchsia    |  281 |          475.47 |      56
        1868 | Enterprise-wide Handmade Metal Towels         | purple     |   48 |          963.08 |     535
        1869 | Versatile Small Rubber Shirt                  | blue       |  912 |          334.93 |     158
        1870 | Virtual Gorgeous Plastic Shirt                | black      |   65 |          924.44 |     253
        1871 | Proactive Ergonomic Rubber Keyboard           | azure      |  686 |           34.54 |     778
        1872 | Grass-roots Unbranded Soft Chair              | indigo     |  698 |           48.14 |     489
        1873 | Assimilated Rustic Soft Chips                 | lime       |  189 |          855.21 |     888
        1874 | Programmable Intelligent Cotton Bike          | yellow     |  532 |           678.8 |     181
        1875 | Enterprise-wide Tasty Cotton Hat              | white      |  152 |          498.56 |     305
        1876 | Expanded Intelligent Cotton Shoes             | turquoise  |  218 |          752.26 |     274
        1877 | Stand-alone Intelligent Metal Fish            | violet     |  323 |          107.33 |     260
        1878 | Up-sized Rustic Metal Towels                  | cyan       |  283 |           575.6 |     968
        1879 | Face to face Generic Frozen Chips             | purple     |  435 |          296.87 |     519
        1880 | Fundamental Handmade Fresh Chips              | tan        |  641 |          566.62 |     531
        1881 | Visionary Sleek Soft Table                    | pink       |  134 |           44.14 |     280
        1882 | De-engineered Ergonomic Frozen Towels         | mint green |  983 |          426.13 |     234
        1883 | Centralized Licensed Wooden Gloves            | silver     |  883 |          257.57 |     210
        1884 | Up-sized Generic Frozen Mouse                 | turquoise  |   89 |          941.26 |     939
        1885 | Centralized Awesome Granite Shirt             | mint green |  765 |          153.31 |     902
        1886 | Object-based Awesome Concrete Keyboard        | blue       |  880 |          106.96 |      72
        1887 | Implemented Incredible Granite Soap           | olive      |  720 |          585.91 |     493
        1888 | Extended Tasty Steel Pizza                    | indigo     |  406 |           62.32 |     568
        1889 | Operative Rustic Concrete Towels              | purple     |   74 |           51.62 |     935
        1890 | Inverse Practical Granite Gloves              | ivory      |  156 |          919.02 |     780
        1891 | Programmable Generic Granite Gloves           | grey       |  838 |          546.02 |     984
        1892 | User-friendly Gorgeous Concrete Mouse         | plum       |  519 |          892.53 |      40
        1893 | Synergized Small Granite Car                  | violet     |  848 |          991.62 |     272
        1894 | Advanced Practical Wooden Sausages            | azure      |  172 |           11.39 |     700
        1895 | Customer-focused Tasty Wooden Ball            | indigo     |  665 |          522.11 |     523
        1896 | Adaptive Unbranded Fresh Car                  | grey       |  822 |          200.62 |     648
        1897 | Vision-oriented Generic Granite Ball          | pink       |  756 |          377.59 |     132
        1898 | Proactive Refined Rubber Computer             | teal       |  336 |          437.74 |      86
        1899 | Focused Fantastic Rubber Shirt                | green      |  830 |          431.83 |     216
        1900 | Virtual Refined Metal Gloves                  | olive      |  473 |          629.74 |     508
        1901 | Inverse Refined Metal Fish                    | pink       |  664 |          720.42 |     917
        1902 | Versatile Gorgeous Soft Mouse                 | black      |  614 |          735.55 |     307
        1903 | Horizontal Fantastic Frozen Pizza             | sky blue   |   87 |          448.97 |     173
        1904 | Inverse Rustic Wooden Shirt                   | sky blue   |  385 |          770.27 |     193
        1905 | Expanded Licensed Metal Bike                  | white      |  767 |          667.96 |     454
        1906 | Fully-configurable Handmade Rubber Salad      | turquoise  |  264 |          681.79 |     693
        1907 | Stand-alone Incredible Rubber Sausages        | azure      |  955 |           773.7 |     391
        1908 | Configurable Generic Metal Towels             | orchid     |  965 |           465.8 |     679
        1909 | Upgradable Fantastic Granite Computer         | turquoise  |  771 |          164.82 |     699
        1910 | Triple-buffered Licensed Steel Chips          | green      |  149 |          593.34 |     291
        1911 | Implemented Incredible Plastic Pizza          | teal       |  343 |           370.4 |     827
        1912 | Open-architected Gorgeous Fresh Cheese        | lavender   |  261 |          570.11 |     277
        1913 | Versatile Generic Cotton Gloves               | silver     |  291 |          155.44 |     349
        1914 | Persevering Awesome Soft Chicken              | ivory      |  125 |          841.09 |     527
        1915 | Innovative Gorgeous Cotton Hat                | white      |  961 |          324.05 |     411
        1916 | Ergonomic Handcrafted Frozen Keyboard         | green      |  153 |          467.83 |     591
        1917 | Grass-roots Refined Metal Bike                | olive      |  723 |          173.73 |     701
        1918 | Fully-configurable Incredible Steel Gloves    | blue       |  372 |          792.22 |     592
        1919 | Public-key Rustic Steel Ball                  | sky blue   |  652 |           51.92 |     210
        1920 | Cross-group Unbranded Fresh Pants             | gold       |  416 |          163.17 |     177
        1921 | Right-sized Handmade Concrete Shoes           | tan        |  435 |          962.98 |     402
        1922 | Face to face Small Steel Hat                  | plum       |  558 |          823.72 |     518
        1923 | Integrated Unbranded Frozen Chair             | violet     |  557 |          780.25 |     141
        1924 | Adaptive Rustic Metal Mouse                   | orchid     |  670 |          426.97 |     201
        1925 | Devolved Rustic Wooden Shirt                  | fuchsia    |  703 |          282.97 |     417
        1926 | Enterprise-wide Tasty Granite Sausages        | silver     |  684 |           455.1 |     857
        1927 | Universal Licensed Concrete Chicken           | ivory      |  282 |          458.83 |     129
        1928 | Up-sized Practical Fresh Chair                | turquoise  |  726 |          117.16 |     417
        1929 | Mandatory Intelligent Metal Bike              | salmon     |  755 |          994.78 |     810
        1930 | Adaptive Refined Fresh Soap                   | cyan       |  119 |           59.75 |     214
        1931 | Organic Unbranded Fresh Soap                  | white      |  338 |          262.39 |     930
        1932 | Business-focused Ergonomic Plastic Pizza      | maroon     |  420 |          142.91 |     361
        1933 | Secured Ergonomic Metal Car                   | fuchsia    |   24 |          251.17 |     351
        1934 | Total Intelligent Soft Table                  | black      |  730 |          484.29 |     996
        1935 | Reduced Rustic Concrete Cheese                | indigo     |  512 |          907.08 |     478
        1936 | Sharable Refined Soft Salad                   | black      |  382 |           680.9 |      18
        1937 | Adaptive Licensed Concrete Sausages           | lime       |  823 |          956.61 |     718
        1938 | Centralized Rustic Wooden Fish                | fuchsia    |  966 |          613.52 |     233
        1939 | Focused Ergonomic Granite Keyboard            | black      |  493 |          204.81 |     711
        1940 | Ergonomic Handmade Concrete Chicken           | ivory      |  202 |          312.65 |     452
        1941 | Polarised Practical Frozen Mouse              | purple     |    5 |          420.11 |      33
        1942 | Innovative Rustic Granite Tuna                | orchid     |  217 |          427.83 |     127
        1943 | Exclusive Fantastic Soft Chicken              | magenta    |  715 |           447.8 |     605
        1944 | Phased Generic Granite Tuna                   | maroon     |  605 |          639.97 |     996
        1945 | Fully-configurable Unbranded Metal Chair      | teal       |  577 |          479.82 |     897
        1946 | Optional Tasty Wooden Fish                    | blue       |  691 |          801.03 |     473
        1947 | Down-sized Small Fresh Soap                   | pink       |  844 |          901.74 |     242
        1948 | Ameliorated Tasty Fresh Pizza                 | white      |  432 |           214.8 |      72
        1949 | Devolved Incredible Steel Cheese              | tan        |  407 |          981.06 |     408
        1950 | Balanced Intelligent Rubber Bike              | yellow     |  203 |          774.13 |     526
        1951 | Automated Refined Frozen Bacon                | violet     |  779 |          583.37 |     387
        1952 | Vision-oriented Intelligent Soft Pizza        | blue       |  389 |          554.83 |     226
        1953 | User-friendly Intelligent Rubber Shirt        | azure      |  234 |          635.23 |     240
        1954 | Public-key Licensed Fresh Sausages            | red        |   20 |          274.44 |     862
        1955 | Advanced Small Granite Cheese                 | tan        |   87 |          884.99 |     499
        1956 | Versatile Practical Frozen Pizza              | yellow     |  369 |          790.57 |     379
        1957 | Realigned Refined Plastic Chair               | maroon     |  938 |          757.09 |     426
        1958 | Automated Awesome Concrete Chicken            | ivory      |  546 |          149.59 |     925
        1959 | Proactive Handmade Plastic Shirt              | orange     |    9 |          605.55 |     973
        1960 | Persistent Rustic Soft Chicken                | white      |  716 |          289.01 |     418
        1961 | Intuitive Small Metal Bike                    | cyan       |  502 |          241.46 |     521
        1962 | Synchronised Handcrafted Cotton Gloves        | gold       |  558 |          518.63 |     654
        1963 | Balanced Ergonomic Soft Keyboard              | green      |  486 |           848.8 |     505
        1964 | Open-architected Rustic Granite Hat           | sky blue   |   18 |           77.89 |     711
        1965 | Versatile Fantastic Concrete Hat              | yellow     |  571 |          319.97 |     820
        1966 | Balanced Handcrafted Metal Chicken            | red        |  664 |           604.9 |      72
        1967 | Monitored Practical Concrete Table            | olive      |  157 |              17 |     278
        1968 | Advanced Sleek Rubber Hat                     | magenta    |  438 |          604.72 |     739
        1969 | Visionary Unbranded Rubber Cheese             | lavender   |   56 |           683.9 |      45
        1970 | Operative Refined Rubber Soap                 | sky blue   |  104 |          856.58 |     161
        1971 | Diverse Handcrafted Steel Towels              | maroon     |  296 |          442.96 |     823
        1972 | Proactive Rustic Frozen Pizza                 | silver     |  668 |          348.84 |     777
        1973 | Compatible Licensed Granite Pants             | tan        |  654 |           600.9 |     279
        1974 | Reverse-engineered Generic Soft Shirt         | lavender   |  572 |          192.42 |     301
        1975 | Diverse Small Soft Pants                      | grey       |  432 |          552.72 |     452
        1976 | Persevering Incredible Wooden Soap            | olive      |  746 |          578.39 |     297
        1977 | Profit-focused Refined Metal Gloves           | maroon     |  277 |            3.63 |     525
        1978 | Digitized Refined Cotton Chair                | fuchsia    |  852 |          881.64 |      28
        1979 | Optimized Fantastic Cotton Cheese             | ivory      |  886 |          550.34 |     688
        1980 | Devolved Gorgeous Soft Chicken                | turquoise  |  945 |             576 |      90
        1981 | Secured Handmade Wooden Shoes                 | ivory      |  622 |          506.52 |     161
        1982 | Cross-group Refined Frozen Shirt              | teal       |  833 |          459.61 |     690
        1983 | Fundamental Fantastic Steel Bike              | grey       |  149 |          252.85 |     749
        1984 | Exclusive Tasty Frozen Chips                  | salmon     |  451 |          716.65 |     423
        1985 | Monitored Refined Rubber Bacon                | teal       |  650 |           553.5 |     955
        1986 | Public-key Tasty Wooden Hat                   | maroon     |  945 |          355.29 |     903
        1987 | Versatile Handcrafted Fresh Bacon             | purple     |  866 |          233.27 |     561
        1988 | Exclusive Tasty Plastic Pizza                 | olive      |  238 |          908.36 |     731
        1989 | Team-oriented Handmade Granite Sausages       | salmon     |   82 |          579.52 |     978
        1990 | Visionary Incredible Metal Fish               | turquoise  |  571 |          338.23 |     713
        1991 | Persistent Intelligent Granite Shirt          | orange     |  569 |          132.37 |     393
        1992 | Fully-configurable Practical Fresh Keyboard   | turquoise  |  311 |          211.04 |     939
        1993 | Virtual Ergonomic Cotton Towels               | maroon     |  514 |          109.49 |     714
        1994 | Team-oriented Sleek Wooden Ball               | ivory      |  604 |          630.27 |     942
        1995 | Programmable Gorgeous Rubber Salad            | maroon     |  455 |          990.86 |     813
        1996 | Right-sized Rustic Steel Chips                | turquoise  |  101 |          108.12 |     999
        1997 | Switchable Ergonomic Granite Shoes            | purple     |  507 |          871.62 |     963
        1998 | Upgradable Handcrafted Wooden Car             | orchid     |  756 |          570.23 |     494
        1999 | Programmable Sleek Granite Tuna               | magenta    |  409 |          345.71 |      58
        2000 | Monitored Refined Frozen Keyboard             | teal       |  305 |          777.44 |     434
        2001 | Automated Small Granite Ball                  | plum       |  893 |          320.02 |       4
        2002 | Progressive Intelligent Steel Towels          | teal       |  851 |          897.94 |     238
        2003 | Reduced Licensed Rubber Hat                   | salmon     |  978 |          230.97 |     828
        2004 | Polarised Incredible Cotton Pants             | plum       |  613 |           982.9 |      20
        2005 | Multi-layered Handmade Soft Towels            | teal       |  650 |           311.1 |     217
        2006 | Public-key Sleek Wooden Chicken               | lavender   |  208 |          819.04 |     648
        2007 | Balanced Small Metal Sausages                 | olive      |   87 |          465.16 |     275
        2008 | Optimized Unbranded Frozen Keyboard           | white      |  288 |          717.14 |     655
        2009 | Robust Ergonomic Cotton Cheese                | azure      |  759 |          654.63 |     924
        2010 | De-engineered Incredible Granite Bike         | blue       |  744 |          492.27 |     246
        2011 | Sharable Gorgeous Frozen Computer             | turquoise  |  519 |          139.68 |     130
        2012 | Customizable Incredible Plastic Chicken       | turquoise  |  956 |            29.2 |     705
        2013 | Fundamental Refined Rubber Bacon              | orange     |   27 |          749.21 |     570
        2014 | Organic Fantastic Granite Keyboard            | orchid     |  462 |          880.71 |     617
        2015 | Self-enabling Refined Steel Sausages          | maroon     |  712 |            26.1 |     123
        2016 | Operative Ergonomic Rubber Bacon              | olive      |  677 |          563.53 |     482
        2017 | Re-engineered Handcrafted Granite Pizza       | teal       |    9 |           22.93 |     659
        2018 | Future-proofed Incredible Frozen Ball         | white      |  727 |            70.9 |     214
        2019 | Intuitive Refined Cotton Chicken              | azure      |  618 |          463.01 |      81
        2020 | Organic Unbranded Metal Car                   | sky blue   |  581 |          795.46 |     639
        2021 | Optimized Refined Soft Towels                 | olive      |  398 |          392.42 |     909
        2022 | Down-sized Generic Plastic Cheese             | orange     |  279 |          904.08 |     590
        2023 | Multi-channelled Handcrafted Granite Tuna     | sky blue   |  904 |          450.29 |     178
        2024 | Adaptive Handcrafted Steel Pants              | mint green |  453 |          638.51 |     421
        2025 | Sharable Incredible Metal Cheese              | lavender   |   61 |          937.21 |     273
        2026 | Horizontal Licensed Granite Chicken           | magenta    |  942 |          661.02 |     327
        2027 | Versatile Licensed Frozen Chips               | pink       |   92 |          938.44 |     477
        2028 | Team-oriented Refined Plastic Ball            | tan        |  251 |           67.82 |     753
        2029 | Persistent Intelligent Frozen Salad           | salmon     |  777 |          273.68 |     919
        2030 | Ameliorated Intelligent Frozen Shoes          | fuchsia    |  121 |          398.78 |     406
        2031 | Decentralized Ergonomic Metal Mouse           | ivory      |  321 |          446.39 |     529
        2032 | Down-sized Intelligent Frozen Sausages        | tan        |  104 |          645.64 |     745
        2033 | Streamlined Licensed Steel Bike               | gold       |  689 |          551.02 |     300
        2034 | Implemented Intelligent Fresh Pizza           | gold       |  494 |          386.25 |     135
        2035 | Visionary Gorgeous Steel Chair                | gold       |  968 |          404.58 |     543
        2036 | Vision-oriented Small Soft Gloves             | red        |   14 |            76.2 |     309
        2037 | Monitored Handmade Wooden Hat                 | teal       |   68 |          383.37 |     686
        2038 | Ameliorated Generic Wooden Salad              | violet     |  130 |          451.21 |     663
        2039 | Re-contextualized Practical Concrete Hat      | maroon     |    5 |          558.83 |     531
        2040 | Right-sized Rustic Soft Car                   | fuchsia    |  783 |          614.07 |     585
        2041 | Secured Ergonomic Rubber Sausages             | salmon     |  471 |          608.82 |     998
        2042 | Profit-focused Practical Wooden Cheese        | tan        |  130 |          343.73 |     174
        2043 | User-friendly Small Rubber Bike               | turquoise  |  641 |          837.95 |     846
        2044 | Ergonomic Awesome Wooden Pants                | teal       |  348 |           90.77 |     876
        2045 | Re-engineered Generic Steel Cheese            | orchid     |  905 |          680.29 |     271
        2046 | Function-based Sleek Soft Car                 | mint green |  514 |          696.66 |     662
        2047 | Distributed Gorgeous Concrete Mouse           | azure      |  515 |           49.33 |     832
        2048 | Cross-platform Gorgeous Metal Ball            | sky blue   |   15 |          542.51 |     611
        2049 | Stand-alone Ergonomic Cotton Shirt            | tan        |  516 |          809.21 |      53
        2050 | Stand-alone Licensed Frozen Table             | black      |  797 |           21.76 |     323
        2051 | Cross-platform Awesome Plastic Bacon          | pink       |  518 |          154.31 |     731
        2052 | Phased Generic Concrete Bacon                 | magenta    |   20 |          722.56 |     495
        2053 | Focused Tasty Concrete Salad                  | red        |   59 |          443.33 |     829
        2054 | Programmable Rustic Metal Car                 | red        |   41 |           731.9 |      95
        2055 | Cross-platform Tasty Cotton Gloves            | lavender   |  394 |          381.59 |     495
        2056 | Synergized Licensed Metal Cheese              | mint green |  320 |          620.54 |     169
        2057 | Business-focused Generic Plastic Pants        | yellow     |  733 |          529.56 |     147
        2058 | Profit-focused Fantastic Granite Bacon        | plum       |  716 |           298.9 |     558
        2059 | Compatible Handmade Metal Car                 | indigo     |  804 |          562.23 |     889
        2060 | Reduced Tasty Plastic Bike                    | tan        |  835 |           537.1 |     490
        2061 | Open-source Ergonomic Concrete Keyboard       | lavender   |  651 |          329.17 |     311
        2062 | Open-architected Handmade Concrete Salad      | lavender   |  331 |          601.46 |     659
        2063 | Devolved Handcrafted Rubber Ball              | azure      |  775 |           15.27 |     814
        2064 | Balanced Unbranded Granite Bike               | magenta    |  251 |          144.99 |     694
        2065 | Sharable Unbranded Wooden Table               | red        |  970 |          816.29 |     290
        2066 | Expanded Sleek Frozen Bike                    | salmon     |  722 |          425.15 |     890
        2067 | Pre-emptive Tasty Steel Cheese                | green      |  682 |          325.29 |     775
        2068 | Operative Tasty Cotton Tuna                   | orange     |  213 |          254.67 |     588
        2069 | Optional Incredible Rubber Ball               | green      |  210 |          502.84 |     953
        2070 | Visionary Gorgeous Steel Bacon                | fuchsia    |  116 |          298.09 |     657
        2071 | Inverse Generic Frozen Pants                  | plum       |  612 |          903.17 |      99
        2072 | Object-based Rustic Granite Computer          | green      |  760 |          527.84 |     184
        2073 | Customizable Practical Concrete Bike          | pink       |   23 |           88.06 |     413
        2074 | Multi-channelled Fantastic Steel Gloves       | tan        |  528 |          871.53 |     377
        2075 | Exclusive Practical Wooden Pizza              | orchid     |  726 |          148.33 |       5
        2076 | Cloned Unbranded Concrete Cheese              | violet     |  673 |          870.45 |     394
        2077 | Operative Tasty Metal Chair                   | gold       |  232 |          102.31 |     755
        2078 | Optional Fantastic Metal Hat                  | sky blue   |  318 |          403.83 |     766
        2079 | Public-key Sleek Fresh Chicken                | fuchsia    |  455 |          426.94 |     384
        2080 | Sharable Fantastic Metal Hat                  | sky blue   |  462 |          999.11 |     914
        2081 | Right-sized Licensed Granite Keyboard         | orange     |  108 |          649.85 |     241
        2082 | Persevering Tasty Granite Shirt               | gold       |   67 |          352.48 |     156
        2083 | Customizable Small Cotton Soap                | pink       |  335 |          385.71 |     167
        2084 | Profit-focused Licensed Steel Pizza           | pink       |  662 |          983.19 |     305
        2085 | Phased Incredible Frozen Table                | orange     |  717 |          806.63 |     621
        2086 | Customer-focused Sleek Rubber Sausages        | yellow     |  628 |          766.05 |     493
        2087 | Multi-tiered Handmade Metal Pizza             | lavender   |  601 |          114.74 |     313
        2088 | Organic Handcrafted Plastic Ball              | green      |  110 |          268.92 |     408
        2089 | Seamless Incredible Concrete Pizza            | azure      |   25 |          523.51 |     976
        2090 | Inverse Licensed Plastic Bacon                | cyan       |  552 |          192.96 |     301
        2091 | Universal Tasty Granite Salad                 | azure      |  731 |          815.01 |     472
        2092 | Business-focused Sleek Plastic Ball           | black      |  937 |          671.35 |     536
        2093 | Versatile Sleek Wooden Chips                  | cyan       |  804 |           29.29 |     332
        2094 | Pre-emptive Tasty Fresh Chips                 | silver     |  814 |          165.94 |     276
        2095 | Managed Sleek Soft Cheese                     | indigo     |  458 |          415.64 |     379
        2096 | Re-contextualized Rustic Soft Sausages        | green      |  835 |          162.09 |     459
        2097 | Enterprise-wide Unbranded Wooden Mouse        | blue       |  328 |          201.34 |     843
        2098 | Organic Practical Wooden Soap                 | gold       |  234 |             455 |     285
        2099 | Inverse Ergonomic Wooden Table                | orange     |  545 |           324.3 |     781
        2100 | Exclusive Sleek Steel Chair                   | orchid     |  916 |          238.19 |     145
        2101 | Centralized Gorgeous Plastic Cheese           | sky blue   |  175 |          912.05 |     808
        2102 | Organized Licensed Concrete Car               | silver     |  395 |          432.83 |     270
        2103 | Profound Handmade Wooden Gloves               | plum       |  879 |          131.98 |     796
        2104 | Business-focused Gorgeous Granite Chair       | magenta    |   67 |           108.9 |     968
        2105 | Up-sized Ergonomic Plastic Hat                | grey       |   21 |          730.58 |     639
        2106 | Progressive Awesome Wooden Chicken            | turquoise  |  935 |          932.74 |     913
        2107 | Pre-emptive Gorgeous Cotton Ball              | ivory      |  813 |          194.67 |     950
        2108 | Operative Sleek Fresh Chips                   | grey       |  663 |          878.35 |     619
        2109 | Configurable Rustic Soft Chips                | black      |  949 |           141.1 |     762
        2110 | Monitored Practical Steel Shirt               | salmon     |  747 |           54.05 |     376
        2111 | Networked Tasty Cotton Fish                   | grey       |  703 |          367.53 |     852
        2112 | Streamlined Ergonomic Soft Tuna               | green      |    6 |          436.78 |     273
        2113 | Innovative Small Soft Fish                    | lime       |  479 |           315.9 |     637
        2114 | Reverse-engineered Gorgeous Frozen Table      | red        |  636 |          232.07 |     203
        2115 | Centralized Sleek Metal Car                   | purple     |  628 |          346.59 |     430
        2116 | Multi-tiered Fantastic Metal Towels           | violet     |  826 |          158.56 |     737
        2117 | Devolved Small Rubber Shirt                   | azure      |  721 |          950.62 |     117
        2118 | Streamlined Tasty Wooden Gloves               | olive      |  132 |          268.21 |     757
        2119 | Virtual Small Steel Bacon                     | black      |  917 |          576.56 |     727
        2120 | Synchronised Tasty Cotton Mouse               | lavender   |  767 |          569.25 |     144
        2121 | Switchable Tasty Frozen Sausages              | lime       |  964 |          687.12 |     265
        2122 | Managed Fantastic Frozen Bacon                | green      |  439 |          410.36 |     390
        2123 | Open-architected Tasty Concrete Mouse         | yellow     |  293 |          617.18 |     121
        2124 | Intuitive Refined Fresh Soap                  | orange     |  267 |          636.07 |      13
        2125 | Optional Ergonomic Granite Bacon              | orange     |  757 |          957.69 |     525
        2126 | Phased Licensed Rubber Chicken                | purple     |  982 |          397.12 |     133
        2127 | Integrated Generic Fresh Chips                | sky blue   |  519 |          270.83 |     919
        2128 | Synchronised Handcrafted Granite Chips        | pink       |  881 |          256.79 |     772
        2129 | Triple-buffered Tasty Rubber Chair            | green      |  470 |          379.58 |     425
        2130 | Robust Generic Fresh Towels                   | orange     |  723 |          720.74 |     583
        2131 | De-engineered Refined Metal Bike              | cyan       |  966 |          188.75 |     331
        2132 | Realigned Rustic Cotton Pants                 | white      |  683 |          460.54 |     767
        2133 | Progressive Rustic Plastic Tuna               | fuchsia    |  428 |             547 |     614
        2134 | Phased Practical Fresh Towels                 | magenta    |  138 |          723.71 |      15
        2135 | Ergonomic Small Fresh Bacon                   | fuchsia    |  989 |          589.37 |      20
        2136 | Ameliorated Ergonomic Steel Chicken           | orchid     |   23 |           946.7 |     574
        2137 | Visionary Refined Granite Pizza               | yellow     |  342 |          823.98 |     180
        2138 | Devolved Incredible Wooden Mouse              | purple     |  268 |          411.13 |     334
        2139 | Upgradable Unbranded Frozen Fish              | grey       |  724 |          358.59 |     131
        2140 | Re-engineered Awesome Plastic Car             | sky blue   |  292 |             887 |     588
        2141 | Advanced Unbranded Frozen Chips               | ivory      |  667 |          712.59 |      49
        2142 | Persistent Sleek Wooden Sausages              | purple     |  996 |          858.27 |     683
        2143 | Operative Fantastic Rubber Pants              | white      |   86 |          347.07 |     937
        2144 | Business-focused Rustic Wooden Keyboard       | maroon     |  195 |            7.83 |     905
        2145 | Grass-roots Handmade Wooden Gloves            | orange     |  786 |          924.24 |     952
        2146 | Compatible Practical Metal Chicken            | yellow     |  914 |           313.4 |     541
        2147 | Front-line Refined Concrete Shirt             | blue       |  881 |          336.44 |     965
        2148 | Intuitive Gorgeous Frozen Hat                 | magenta    |  363 |            53.2 |     765
        2149 | Virtual Incredible Soft Mouse                 | tan        |  237 |           66.19 |     351
        2150 | Profound Small Metal Soap                     | red        |  895 |          190.71 |     857
        2151 | Innovative Incredible Frozen Chair            | purple     |  976 |          758.64 |     218
        2152 | Phased Refined Fresh Sausages                 | salmon     |  430 |           298.6 |     965
        2153 | Secured Rustic Metal Hat                      | green      |  550 |          325.68 |     168
        2154 | Sharable Sleek Frozen Cheese                  | sky blue   |  975 |          695.65 |     583
        2155 | Integrated Handmade Granite Hat               | cyan       |  882 |          991.24 |     365
        2156 | Switchable Fantastic Wooden Table             | violet     |  427 |          698.49 |      79
        2157 | Devolved Handcrafted Plastic Pants            | violet     |  643 |          366.44 |     319
        2158 | Compatible Generic Wooden Cheese              | mint green |  566 |          477.82 |     359
        2159 | Profound Sleek Fresh Soap                     | lavender   |  178 |          612.69 |     585
        2160 | Fundamental Fantastic Cotton Pants            | gold       |  454 |          482.73 |      76
        2161 | Diverse Awesome Rubber Keyboard               | turquoise  |  928 |          831.68 |      32
        2162 | Fundamental Sleek Plastic Gloves              | turquoise  |   55 |          532.02 |     306
        2163 | Advanced Sleek Granite Towels                 | lime       |  504 |          408.03 |     492
        2164 | Configurable Rustic Rubber Chair              | sky blue   |  478 |          832.19 |     671
        2165 | Right-sized Intelligent Soft Soap             | teal       |  295 |          260.39 |     233
        2166 | Cloned Refined Plastic Chicken                | gold       |   92 |           983.5 |     949
        2167 | Sharable Licensed Cotton Salad                | lavender   |  445 |          913.56 |     473
        2168 | Reduced Refined Granite Chicken               | blue       |  622 |          129.52 |      80
        2169 | Reduced Refined Fresh Fish                    | blue       |   21 |           43.47 |     336
        2170 | Object-based Rustic Steel Shoes               | purple     |  265 |           102.6 |     437
        2171 | Focused Generic Cotton Ball                   | orange     |  306 |           30.54 |     387
